origin destination reason MODO HMV RED duration distance strata age gender FEV ID 
216 318 1 2 3.875 MN 45 17.7073 s_2 50 1 41.84010417 76 
318 216 6 4 15.875 MD 15 17.7073 s_2 50 1 41.84010417 76 
216 44 7 2 6.5 AM 60 7.0184 s_2 20 1 41.84010417 77 
44 216 6 2 10.5 MD 60 7.0184 s_2 20 1 41.84010417 77 
216 359 2 1 12.375 MD 15 0.2507 s_2 16 1 41.84010417 78 
359 216 6 1 18.125 PM 15 0.2507 s_2 16 1 41.84010417 78 
123 31 1 3 5.292 AM 95 3.9706 s_5 50 1 81.58000575 79 
31 337 1 3 6.75 AM 30 14.8387 s_5 50 1 97.89600689 79 
337 123 6 3 8.5 AM 60 11.7996 s_5 50 1 81.58000575 79 
123 2 1 3 7.125 AM 15 2.9936 s_5 25 2 48.94800345 80 
2 123 6 3 17.75 PM 30 2.9936 s_5 25 2 57.10600402 80 
123 78 2 3 5.75 AM 30 4.221 s_5 19 1 81.58000575 81 
78 130 1 3 13.75 MD 30 4.7004 s_5 19 1 81.58000575 81 
130 123 6 3 18.042 PM 5 0.5137 s_5 19 1 146.8440103 81 
130 1 1 2 9.75 AM 30 3.2348 s_5 57 1 81.58000575 82 
1 130 6 2 12.25 MD 30 3.2348 s_5 57 1 81.58000575 82 
130 89 5 3 15.333 MD 40 7.2165 s_5 57 1 81.58000575 82 
88 130 6 3 19.333 PM 40 6.6474 s_5 57 1 81.58000575 82 
130 130 5 1 9.5 AM 60 0 s_5 55 2 81.58000575 83 
130 88 3 3 15.333 MD 40 6.6474 s_5 55 2 81.58000575 83 
88 130 6 3 19.333 PM 40 6.6474 s_5 55 2 81.58000575 83 
130 60 1 2 7.25 AM 30 3.4618 s_5 27 2 81.58000575 84 
60 130 6 2 11.75 MD 30 3.4618 s_5 27 2 81.58000575 84 
130 60 1 2 12.835 MD 19.8 3.4618 s_5 27 2 81.58000575 84 
60 130 6 2 18.25 PM 30 3.4618 s_5 27 2 73.42200517 84 
130 81 2 2 8.333 AM 40 5.4858 s_5 18 1 81.58000575 85 
81 130 6 2 16.333 PM 40 5.4858 s_5 18 1 81.58000575 85 
130 116 2 2 8.25 AM 30 2.1307 s_5 22 2 81.58000575 86 
116 130 6 2 15.25 MD 30 2.1307 s_5 22 2 81.58000575 86 
130 266 1 3 8.75 AM 30 9.4236 s_5 55 1 81.58000575 87 
266 150 1 3 11.25 MD 30 8.6098 s_5 55 1 81.58000575 87 
150 130 6 3 13.25 MD 30 1.3352 s_5 55 1 81.58000575 87 
130 127 7 3 15.583 MD 10 1.2711 s_5 55 1 81.58000575 87 
127 130 6 3 16.583 PM 10 1.2711 s_5 55 1 81.58000575 87 
130 78 2 3 5.835 AM 19.8 4.7004 s_5 25 1 81.58000575 88 
78 130 6 3 14.25 MD 30 4.7004 s_5 25 1 81.58000575 88 
130 125 2 1 7.915 AM 10.2 0.8257 s_5 21 1 81.58000575 89 
125 130 6 1 16.083 PM 10 0.8257 s_5 21 1 81.58000575 89 
123 399 1 3 8.083 AM 10 0.8573 s_5 80 2 81.58000575 90 
399 123 6 3 12.083 MD 10 0.8573 s_5 80 2 81.58000575 90 
123 123 5 1 21.083 PM 10 0 s_5 80 2 81.58000575 90 
123 123 6 1 3.083 MN 10 0 s_5 80 2 81.58000575 90 
130 127 3 3 16.583 PM 10 1.2711 s_5 79 1 81.58000575 91 
127 130 6 3 19.915 PM 10.2 1.2711 s_5 79 1 81.58000575 91 
130 127 3 3 16.583 PM 10 1.2711 s_5 64 2 81.58000575 92 
127 130 6 3 19.915 PM 10.2 1.2711 s_5 64 2 81.58000575 92 
130 123 7 1 7.875 AM 15 0.5137 s_5 74 2 81.58000575 93 
123 130 6 1 8.793 AM 14.8 0.5137 s_5 74 2 81.58000575 93 
130 132 5 1 9.25 AM 30 1.009 s_5 74 1 81.58000575 94 
132 130 6 1 10.25 MD 30 1.009 s_5 74 1 81.58000575 94 
130 132 5 1 9.25 AM 30 1.009 s_5 71 2 81.58000575 95 
132 130 6 1 10.25 MD 30 1.009 s_5 71 2 81.58000575 95 
130 128 1 3 7.625 AM 15 1.1768 s_5 46 2 81.58000575 96 
128 130 6 3 12.083 MD 10 1.1768 s_5 46 2 81.58000575 96 
130 128 1 3 14.167 MD 20 1.1768 s_5 46 2 81.58000575 96 
128 130 6 3 19.083 PM 10 1.1768 s_5 46 2 81.58000575 96 
130 399 1 2 7.25 AM 30 1.3591 s_5 51 1 81.58 97 
399 130 6 2 19.25 PM 30 1.3591 s_5 51 1 81.58 97 
130 107 5 3 20.25 PM 30 3.8638 s_5 51 1 81.58 97 
107 130 6 3 2.25 MN 30 3.8638 s_5 51 1 81.58 97 
130 30 2 2 10.00 MD 60 3.797 s_5 51 2 81.58 98 
30 130 6 2 12.25 MD 30 3.797 s_5 51 2 81.58 98 
130 131 3 3 16.04 PM 5 0.3929 s_5 51 2 81.58 98 
131 130 6 3 18.54 PM 4.8 0.3929 s_5 51 2 114.21 98 
130 107 5 3 20.25 PM 30 3.8638 s_5 51 2 81.58 98 
107 130 6 3 2.25 MN 30 3.8638 s_5 51 2 81.58 98 
130 131 3 3 16.00 PM 10 0.3929 s_5 18 2 81.58 99 
131 130 6 3 18.29 PM 35 0.3929 s_5 18 2 114.21 99 
130 161 5 5 20.54 PM 25 1.6041 s_5 18 2 81.58 99 
161 130 6 5 2.42 MN 10 1.6041 s_5 18 2 81.58 99 
216 235 1 2 10.42 MD 50 4.3501 s_2 73 2 41.84 100 
235 216 6 2 21.58 PM 50 4.3501 s_2 73 2 41.84 100 
216 242 1 2 7.25 AM 30 3.4147 s_2 40 2 41.84 101 
242 216 6 2 20.75 PM 30 3.4147 s_2 40 2 41.84 101 
216 79 1 4 8.42 AM 50 11.0253 s_2 25 2 41.84 102 
79 216 6 4 18.42 PM 50 11.0253 s_2 25 2 39.75 102 
216 79 1 4 5.50 AM 60 11.0253 s_2 21 2 41.84 103 
79 216 6 4 17.50 PM 60 11.0253 s_2 21 2 39.75 103 
216 7 1 2 13.33 MD 40 6.7904 s_2 18 1 41.84 104 
7 216 6 2 17.58 PM 30 6.7904 s_2 18 1 41.84 104 
130 127 7 3 11.167 MD 20 1.2711 s_5 50 1 81.58000575 105 
127 130 6 3 12.583 MD 10 1.2711 s_5 50 1 81.58000575 105 
130 65 7 3 15.25 MD 30 4.3327 s_5 50 1 81.58000575 105 
65 130 6 3 19.25 PM 30 4.3327 s_5 50 1 81.58000575 105 
130 159 1 3 9.625 AM 15 1.9699 s_5 40 2 81.58000575 106 
159 130 6 3 20.125 PM 15 1.9699 s_5 40 2 81.58000575 106 
123 258 5 3 11.00 MD 120 8.6986 s_5 63 1 81.58 107 
258 123 6 3 21.00 PM 120 8.6986 s_5 63 1 81.58 107 
123 80 1 3 7.67 AM 20 4.599 s_5 33 2 73.42 108 
80 123 6 3 19.75 PM 30 4.599 s_5 33 2 81.58 108 
123 80 7 3 7.67 AM 20 4.599 s_5 25 1 73.42 109 
80 123 6 3 8.08 AM 30 4.599 s_5 25 1 81.58 109 
123 5 2 3 17.17 PM 20 2.841 s_5 25 1 163.16 109 
5 123 6 3 22.25 MN 30 2.841 s_5 25 1 81.58 109 
123 63 1 3 7.625 AM 15 3.2573 s_5 34 1 48.94800345 110 
63 123 6 3 18.625 PM 15 3.2573 s_5 34 1 57.10600402 110 
123 120 1 5 6.083 AM 10 0.6473 s_5 67 2 130.5280092 111 
120 318 1 3 6.418 AM 29.8 9.387 s_5 67 2 81.58000575 111 
318 120 6 3 18.25 PM 30 9.387 s_5 67 2 81.58000575 111 
120 123 6 5 18.583 PM 10 0.6473 s_5 67 2 146.8440103 111 
123 131 3 3 9.542 AM 5 0.8731 s_5 63 1 81.58000575 112 
131 123 7 3 10.042 MD 5 0.8731 s_5 63 1 81.58000575 112 
123 393 3 3 10.377 MD 24.8 1.2802 s_5 63 1 81.58000575 112 
393 123 6 3 10.875 MD 15 1.2802 s_5 63 1 81.58000575 112 
123 74 7 3 14.292 MD 35 5.0302 s_5 63 1 81.58000575 112 
74 92 7 3 14.79 MD 25.2 2.2941 s_5 63 1 81.58000575 112 
92 81 4 3 15.835 MD 19.8 2.1573 s_5 63 1 81.58000575 112 
81 80 4 3 16.583 PM 10 0.8459 s_5 63 1 81.58000575 112 
80 74 7 3 16.875 PM 15 0.6927 s_5 63 1 81.58000575 112 
74 123 6 3 17.373 PM 35.2 5.0302 s_5 63 1 89.73800632 112 
123 9 1 3 8.25 AM 30 3.5366 s_5 65 2 81.58000575 113 
9 123 6 3 12.25 MD 30 3.5366 s_5 65 2 81.58000575 113 
123 9 1 3 13.75 MD 30 3.5366 s_5 65 2 81.58000575 113 
9 123 6 3 18.25 PM 30 3.5366 s_5 65 2 89.73800632 113 
123 130 7 1 7.915 AM 10.2 0.5137 s_5 36 2 81.58000575 114 
130 123 6 1 8.083 AM 10 0.5137 s_5 36 2 81.58000575 114 
123 130 7 1 12.915 MD 10.2 0.5137 s_5 36 2 81.58000575 114 
130 123 6 1 13.083 MD 10 0.5137 s_5 36 2 81.58000575 114 
123 130 2 1 7.915 AM 10.2 0.5137 s_5 4 1 81.58000575 115 
130 123 6 1 13.083 MD 10 0.5137 s_5 4 1 81.58000575 115 
130 131 3 5 10.083 MD 10 0.3929 s_5 67 2 81.58000575 116 
131 130 6 5 11.583 MD 10 0.3929 s_5 67 2 81.58000575 116 
130 334 1 2 18.082 PM 30.2 8.3072 s_5 57 2 81.58000575 117 
334 130 6 5 8.75 AM 30 8.3072 s_5 57 2 81.58000575 117 
130 76 1 3 6.75 AM 30 5.1252 s_5 25 2 73.42200517 118 
76 130 6 3 19.75 PM 30 5.1252 s_5 25 2 81.58000575 118 
130 130 1 3 9.542 AM 5 0 s_5 35 2 81.58000575 119 
130 130 6 3 11.042 MD 5 0 s_5 35 2 81.58000575 119 
130 127 3 3 15.083 MD 10 1.2711 s_5 35 2 81.58000575 119 
127 130 6 3 16.415 PM 10.2 1.2711 s_5 35 2 81.58000575 119 
123 101 1 3 8.083 AM 10 2.4928 s_5 29 1 81.58000575 120 
101 123 6 3 12.415 MD 10.2 2.4928 s_5 29 1 81.58000575 120 
123 101 1 3 13.915 MD 10.2 2.4928 s_5 29 1 81.58000575 120 
101 123 6 3 17.915 PM 10.2 2.4928 s_5 29 1 114.212008 120 
123 12 4 5 13.667 MD 20 3.6827 s_5 55 2 81.58000575 121 
12 123 6 5 14.835 MD 19.8 3.6827 s_5 55 2 81.58000575 121 
123 175 2 3 12.167 MD 20 3.7547 s_5 22 2 81.58000575 122 
175 123 6 3 14.835 MD 19.8 3.7547 s_5 22 2 81.58000575 122 
130 9 7 2 8.25 AM 30 3.5771 s_5 60 1 81.58 123 
9 130 6 2 13.25 MD 30 3.5771 s_5 60 1 81.58 123 
130 32 7 2 15.25 MD 30 4.2446 s_5 60 1 81.58 123 
32 130 6 2 18.25 PM 30 4.2446 s_5 60 1 73.42 123 
216 22 7 2 9.833 AM 40 7.211 s_2 40 2 41.84010417 124 
22 216 6 2 13.917 MD 110 7.211 s_2 40 2 41.84010417 124 
216 187 2 2 15.333 MD 100 4.7482 s_2 19 2 41.84010417 125 
187 216 6 2 22.25 MN 90 4.7482 s_2 19 2 41.84010417 125 
130 124 1 3 8.17 AM 20 0.9279 s_5 59 1 81.58 126 
124 130 6 3 12.17 MD 20 0.9279 s_5 59 1 81.58 126 
130 124 1 3 13.83 MD 20 0.9279 s_5 59 1 81.58 126 
124 130 6 3 18.17 PM 20 0.9279 s_5 59 1 114.21 126 
130 125 2 3 8.08 AM 10 0.8257 s_5 22 1 81.58 127 
125 130 6 3 12.08 MD 10 0.8257 s_5 22 1 81.58 127 
130 125 2 3 13.88 MD 15 0.8257 s_5 22 1 81.58 127 
125 130 6 3 18.08 PM 10 0.8257 s_5 22 1 114.21 127 
130 128 1 3 8.08 AM 10 1.1768 s_5 47 2 81.58 128 
128 130 6 3 18.08 PM 10 1.1768 s_5 47 2 114.21 128 
130 123 2 1 6.63 AM 15 0.5137 s_5 17 2 81.58 129 
123 130 6 1 14.88 MD 15 0.5137 s_5 17 2 81.58 129 
130 125 2 3 8.08 AM 10 0.8257 s_5 19 2 81.58 130 
