origin	destination	reason	MODO	HMV	RED	duration	distance	age	gender	FEV	ID	
138 150 1 2 6.63 AM 45 3.0365 38 1 66.77 85901 
150 138 6 2 18.63 PM 45 3.0365 38 1 66.77 85901 
138 140 2 1 6.42 AM 10 0.5103 17 2 66.77 77898 
140 138 6 1 12.88 MD 15 0.5103 17 2 66.77 77898 
138 140 2 1 6.42 AM 10 0.5103 11 2 66.77 44263 
140 138 6 1 12.88 MD 15 0.5103 11 2 66.77 44263 
138 142 2 1 12.13 MD 15 1.3535 10 1 66.77 90139 
142 138 6 1 17.63 PM 45 1.3535 10 1 66.77 90139 
138 320 1 4 6.125 AM 75 11.0657 24 1 80.12869865 122060 
320 138 6 4 18.375 PM 75 11.0657 24 1 72.51647228 122060 
138 79 1 4 6 AM 60 7.3053 38 1 62.09974145 113544 
79 138 6 4 18.75 PM 90 7.3053 38 1 63.43521976 113544 
138 7 7 2 6.333 AM 40 6.4071 38 2 66.77391554 9381 
7 138 6 2 8.333 AM 40 6.4071 38 2 66.77391554 9381 
138 334 1 2 6.875 AM 75 8.8454 62 2 66.77391554 59714 
334 138 6 2 18.332 PM 120.2 8.8454 62 2 66.77391554 59714 
138 18 2 2 7.833 AM 40 6.1196 46 1 66.77391554 5298 
18 138 6 2 19.665 PM 40.2 6.1196 46 1 66.77391554 5298 
138 18 2 2 7.748 AM 50.2 6.1196 19 1 66.77391554 130150 
18 138 6 2 19.665 PM 40.2 6.1196 19 1 66.77391554 130150 
138 19 2 2 9.5 AM 60 5.9535 18 2 66.77391554 74026 
19 138 6 2 18 PM 60 5.9535 18 2 60.09652399 74026 
138 162 1 2 10.333 MD 40 4.3437 36 2 66.77391554 138337 
162 138 6 2 17.5 PM 60 4.3437 36 2 66.77391554 138337 
138 137 2 1 6.042 AM 5 0.8671 17 2 66.77391554 107010 
137 138 6 1 15.042 MD 5 0.8671 17 2 66.77391554 107010 
138 116 1 6 4.25 AM 30 3.1741 24 1 66.77391554 136059 
116 138 6 6 13.75 MD 30 3.1741 24 1 66.77391554 136059 
138 137 2 1 6.625 AM 15 0.8671 10 1 66.77391554 24427 
137 138 6 1 12.125 MD 15 0.8671 10 1 66.77391554 24427 
138 137 2 1 12.625 MD 15 0.8671 6 1 66.77391554 101203 
137 138 6 1 18.125 PM 15 0.8671 6 1 66.77391554 101203 
138 103 1 4 6.75 AM 60 6.3705 50 1 62.09974145 49647 
103 138 6 4 18.04 PM 85.2 6.3705 50 1 63.43521976 49647 
138 137 2 1 5.915 AM 10.2 0.8671 18 2 66.77391554 73486 
137 138 6 1 14.083 MD 10 0.8671 18 2 66.77391554 73486 
