origin	destination	reason	MODO	HMV	RED	duration	distance	age	gender	FEV	ID	
178 215 6 3 18.13 PM 15 5.2685 32 1 87.17 143223 
215 269 7 5 9.58 AM 10 3.5352 29 2 41.51 138354 
269 215 6 5 12.83 MD 20 3.5352 29 2 41.51 138354 
215 13 1 2 17.96 PM 15 5.4194 29 2 41.51 138354 
13 215 6 2 7.00 AM 60 5.4194 29 2 41.51 138354 
215 151 1 3 7.67 AM 40 8.2551 24 2 41.51 50591 
151 215 6 3 18.17 PM 20 8.2551 24 2 87.17 50591 
215 329 1 4 8.75 AM 60 13.9597 18 1 41.51 52014 
329 215 6 4 20.00 PM 60 13.9597 18 1 41.51 52014 
215 334 1 4 6.625 AM 75 16.1485 27 1 49.81289256 48176 
334 215 6 4 14.625 MD 75 16.1485 27 1 41.5107438 48176 
215 317 1 4 5.88 AM 45 17.525 44 1 41.51 73824 
317 215 6 4 22.50 MN 60 17.525 44 1 41.51 73824 
215 358 1 1 4.13 AM 15 1.1289 21 1 41.51 78864 
358 215 6 1 19.13 PM 15 1.1289 21 1 41.51 78864 
215 4 1 5 4.63 AM 15 5.8153 44 2 41.51 76984 
4 215 6 2 10.25 MD 150 5.8153 44 2 41.51 76984 
215 334 1 2 6.25 AM 90 16.1485 26 1 37.36 50062 
334 215 6 2 17.75 PM 90 16.1485 26 1 41.51 50062 
215 18 1 2 5.875 AM 45 5.8139 25 2 41.5107438 89046 
18 215 6 2 17.75 PM 30 5.8139 25 2 41.5107438 89046 
215 18 1 2 5.875 AM 45 5.8139 23 1 41.5107438 3255 
18 215 6 2 13.5 MD 60 5.8139 23 1 41.5107438 3255 
215 3 1 2 4.25 AM 30 5.506 55 1 41.5107438 5588 
3 215 6 2 18.75 PM 90 5.506 55 1 41.5107438 5588 
215 71 1 2 5.75 AM 90 11.4276 47 1 41.5107438 134629 
71 215 6 2 18.25 PM 90 11.4276 47 1 41.5107438 134629 
215 1 1 2 8.5 AM 30 6.1752 21 1 41.5107438 105952 
1 215 6 2 17.25 PM 30 6.1752 21 1 41.5107438 105952 
215 1 1 2 6.33 AM 40 6.1752 23 1 41.51 96068 
1 215 6 2 18.33 PM 40 6.1752 23 1 41.51 96068 
215 6 1 2 7.33 AM 40 6.7283 32 1 41.51 82367 
6 215 6 2 18.75 PM 90 6.7283 32 1 41.51 82367 
215 6 7 5 11.25 MD 30 6.7283 40 1 41.51 12379 
6 215 6 5 14.75 MD 30 6.7283 40 1 41.51 12379 
215 215 2 1 6.92 AM 10 0 6 2 41.51 123272 
215 215 6 1 11.58 MD 10 0 6 2 41.51 123272 
